Route,Departing_Port,Arriving_Port,Airline,Month,Sectors_Scheduled,Sectors_Flown,Cancellations,Departures_On_Time,Arrivals_On_Time,Departures_Delayed,Arrivals_Delayed,Year,Month_Num,Departing_Latitude,Departing_Longitude,Arriving_Latitude,Arriving_Longitude,Reliability
Gold Coast-Melbourne,Gold Coast,Melbourne,Virgin Australia,May-24,225,225,0,150,174,75,51,2024,5,-28.1644,153.5051,-37.669,144.841,77.33333333333333
Gold Coast-Sydney,Gold Coast,Sydney,Virgin Australia,May-24,296,292,4,223,210,69,82,2024,5,-28.1644,153.5051,-33.9399,151.1753,71.91780821917808
Melbourne-Adelaide,Melbourne,Adelaide,Virgin Australia,May-24,254,251,3,206,204,45,47,2024,5,-37.669,144.841,-34.945,138.5306,81.27490039840637
Melbourne-Brisbane,Melbourne,Brisbane,Virgin Australia,May-24,395,391,4,328,304,63,87,2024,5,-37.669,144.841,-27.3842,153.1175,77.74936061381074
Melbourne-Cairns,Melbourne,Cairns,Virgin Australia,May-24,62,62,0,56,48,6,14,2024,5,-37.669,144.841,-16.8858,145.7553,77.41935483870968
Melbourne-Canberra,Melbourne,Canberra,Virgin Australia,May-24,133,133,0,114,110,19,23,2024,5,-37.669,144.841,-35.3069,149.195,82.70676691729322
Melbourne-Darwin,Melbourne,Darwin,Virgin Australia,May-24,33,33,0,26,25,7,8,2024,5,-37.669,144.841,-12.4147,130.8767,75.75757575757575
Melbourne-Gold Coast,Melbourne,Gold Coast,Virgin Australia,May-24,224,224,0,189,182,35,42,2024,5,-37.669,144.841,-28.1644,153.5051,81.25
Melbourne-Perth,Melbourne,Perth,Virgin Australia,May-24,200,199,1,154,177,45,22,2024,5,-37.669,144.841,-31.9403,115.9676,88.94472361809045
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,May-24,774,725,49,626,545,99,180,2024,5,-37.669,144.841,-33.9399,151.1753,75.17241379310344
Perth-Adelaide,Perth,Adelaide,Virgin Australia,May-24,38,38,0,36,22,2,16,2024,5,-31.9403,115.9676,-34.945,138.5306,57.89473684210527
Perth-Brisbane,Perth,Brisbane,Virgin Australia,May-24,114,114,0,97,91,17,23,2024,5,-31.9403,115.9676,-27.3842,153.1175,79.82456140350878
Perth-Melbourne,Perth,Melbourne,Virgin Australia,May-24,219,218,1,193,162,25,56,2024,5,-31.9403,115.9676,-37.669,144.841,74.31192660550458
Perth-Sydney,Perth,Sydney,Virgin Australia,May-24,134,134,0,100,105,34,29,2024,5,-31.9403,115.9676,-33.9399,151.1753,78.35820895522389
Sydney-Adelaide,Sydney,Adelaide,Virgin Australia,May-24,180,176,4,142,145,34,31,2024,5,-33.9399,151.1753,-34.945,138.5306,82.38636363636364
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,May-24,488,471,17,396,386,75,85,2024,5,-33.9399,151.1753,-27.3842,153.1175,81.95329087048833
Sydney-Cairns,Sydney,Cairns,Virgin Australia,May-24,79,79,0,67,67,12,12,2024,5,-33.9399,151.1753,-16.8858,145.7553,84.81012658227847
Sydney-Canberra,Sydney,Canberra,Virgin Australia,May-24,262,245,17,195,209,50,36,2024,5,-33.9399,151.1753,-35.3069,149.195,85.3061224489796
Sydney-Gold Coast,Sydney,Gold Coast,Virgin Australia,May-24,296,294,2,236,228,58,66,2024,5,-33.9399,151.1753,-28.1644,153.5051,77.55102040816327
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,May-24,764,716,48,555,561,161,155,2024,5,-33.9399,151.1753,-37.669,144.841,78.35195530726257
Sydney-Perth,Sydney,Perth,Virgin Australia,May-24,146,146,0,101,128,45,18,2024,5,-33.9399,151.1753,-31.9403,115.9676,87.67123287671232
Adelaide-Perth,Adelaide,Perth,Virgin Australia Regional Airlines,May-24,35,32,3,10,20,22,12,2024,5,-34.945,138.5306,-31.9403,115.9676,62.5
Darwin-Perth,Darwin,Perth,Virgin Australia Regional Airlines,May-24,26,25,1,15,12,10,13,2024,5,-12.4147,130.8767,-31.9403,115.9676,48.0
Perth-Adelaide,Perth,Adelaide,Virgin Australia Regional Airlines,May-24,35,32,3,25,17,7,15,2024,5,-31.9403,115.9676,-34.945,138.5306,53.125
Perth-Darwin,Perth,Darwin,Virgin Australia Regional Airlines,May-24,26,25,1,15,15,10,10,2024,5,-31.9403,115.9676,-12.4147,130.8767,60.0
Adelaide-Brisbane,Adelaide,Brisbane,All Airlines,May-24,354,346,8,300,299,46,47,2024,5,-34.945,138.5306,-27.3842,153.1175,86.41618497109826
Adelaide-Canberra,Adelaide,Canberra,All Airlines,May-24,103,103,0,93,90,10,13,2024,5,-34.945,138.5306,-35.3069,149.195,87.37864077669903
Adelaide-Gold Coast,Adelaide,Gold Coast,All Airlines,May-24,58,58,0,45,44,13,14,2024,5,-34.945,138.5306,-28.1644,153.5051,75.86206896551724
Adelaide-Melbourne,Adelaide,Melbourne,All Airlines,May-24,707,697,10,585,577,112,120,2024,5,-34.945,138.5306,-37.669,144.841,82.78335724533716
Adelaide-Perth,Adelaide,Perth,All Airlines,May-24,197,193,4,132,160,61,33,2024,5,-34.945,138.5306,-31.9403,115.9676,82.90155440414507
Adelaide-Sydney,Adelaide,Sydney,All Airlines,May-24,596,586,10,501,463,85,123,2024,5,-34.945,138.5306,-33.9399,151.1753,79.01023890784982
Brisbane-Adelaide,Brisbane,Adelaide,All Airlines,May-24,354,348,6,290,309,58,39,2024,5,-27.3842,153.1175,-34.945,138.5306,88.79310344827587
Brisbane-Cairns,Brisbane,Cairns,All Airlines,May-24,453,451,2,358,318,93,133,2024,5,-27.3842,153.1175,-16.8858,145.7553,70.50997782705099
Brisbane-Canberra,Brisbane,Canberra,All Airlines,May-24,298,295,3,231,241,64,54,2024,5,-27.3842,153.1175,-35.3069,149.195,81.69491525423729
Brisbane-Darwin,Brisbane,Darwin,All Airlines,May-24,101,101,0,75,53,26,48,2024,5,-27.3842,153.1175,-12.4147,130.8767,52.475247524752476
Brisbane-Melbourne,Brisbane,Melbourne,All Airlines,May-24,1035,1009,26,772,808,237,201,2024,5,-27.3842,153.1175,-37.669,144.841,80.0792864222002
Brisbane-Perth,Brisbane,Perth,All Airlines,May-24,293,293,0,218,269,75,24,2024,5,-27.3842,153.1175,-31.9403,115.9676,91.80887372013652
Brisbane-Sydney,Brisbane,Sydney,All Airlines,May-24,1368,1335,33,1111,1077,224,258,2024,5,-27.3842,153.1175,-33.9399,151.1753,80.67415730337079
Cairns-Brisbane,Cairns,Brisbane,All Airlines,May-24,453,452,1,311,360,141,92,2024,5,-16.8858,145.7553,-27.3842,153.1175,79.64601769911505
Cairns-Melbourne,Cairns,Melbourne,All Airlines,May-24,155,155,0,107,130,48,25,2024,5,-16.8858,145.7553,-37.669,144.841,83.87096774193549
Cairns-Sydney,Cairns,Sydney,All Airlines,May-24,195,195,0,143,153,52,42,2024,5,-16.8858,145.7553,-33.9399,151.1753,78.46153846153847
Canberra-Adelaide,Canberra,Adelaide,All Airlines,May-24,103,103,0,88,92,15,11,2024,5,-35.3069,149.195,-34.945,138.5306,89.32038834951457
Canberra-Brisbane,Canberra,Brisbane,All Airlines,May-24,298,294,4,233,216,61,78,2024,5,-35.3069,149.195,-27.3842,153.1175,73.46938775510205
Canberra-Gold Coast,Canberra,Gold Coast,All Airlines,May-24,50,49,1,39,35,10,14,2024,5,-35.3069,149.195,-28.1644,153.5051,71.42857142857143
Canberra-Melbourne,Canberra,Melbourne,All Airlines,May-24,432,410,22,292,293,118,117,2024,5,-35.3069,149.195,-37.669,144.841,71.46341463414633
Canberra-Sydney,Canberra,Sydney,All Airlines,May-24,695,660,35,541,505,119,155,2024,5,-35.3069,149.195,-33.9399,151.1753,76.51515151515152
Darwin-Brisbane,Darwin,Brisbane,All Airlines,May-24,98,98,0,42,67,56,31,2024,5,-12.4147,130.8767,-27.3842,153.1175,68.36734693877551
Darwin-Melbourne,Darwin,Melbourne,All Airlines,May-24,84,83,1,53,68,30,15,2024,5,-12.4147,130.8767,-37.669,144.841,81.92771084337349
Darwin-Perth,Darwin,Perth,All Airlines,May-24,57,56,1,28,25,28,31,2024,5,-12.4147,130.8767,-31.9403,115.9676,44.642857142857146
Gold Coast-Adelaide,Gold Coast,Adelaide,All Airlines,May-24,58,58,0,43,42,15,16,2024,5,-28.1644,153.5051,-34.945,138.5306,72.41379310344827
Gold Coast-Canberra,Gold Coast,Canberra,All Airlines,May-24,50,50,0,37,39,13,11,2024,5,-28.1644,153.5051,-35.3069,149.195,78.0
Gold Coast-Melbourne,Gold Coast,Melbourne,All Airlines,May-24,441,438,3,310,343,128,95,2024,5,-28.1644,153.5051,-37.669,144.841,78.31050228310502
Gold Coast-Sydney,Gold Coast,Sydney,All Airlines,May-24,657,653,4,524,515,129,138,2024,5,-28.1644,153.5051,-33.9399,151.1753,78.86676875957122
Melbourne-Adelaide,Melbourne,Adelaide,All Airlines,May-24,708,702,6,596,598,106,104,2024,5,-37.669,144.841,-34.945,138.5306,85.18518518518519
Melbourne-Brisbane,Melbourne,Brisbane,All Airlines,May-24,1033,1012,21,820,775,192,237,2024,5,-37.669,144.841,-27.3842,153.1175,76.58102766798419
Melbourne-Cairns,Melbourne,Cairns,All Airlines,May-24,155,155,0,134,121,21,34,2024,5,-37.669,144.841,-16.8858,145.7553,78.06451612903226
Melbourne-Canberra,Melbourne,Canberra,All Airlines,May-24,432,412,20,325,321,87,91,2024,5,-37.669,144.841,-35.3069,149.195,77.9126213592233
Melbourne-Darwin,Melbourne,Darwin,All Airlines,May-24,86,86,0,72,69,14,17,2024,5,-37.669,144.841,-12.4147,130.8767,80.23255813953489
Melbourne-Gold Coast,Melbourne,Gold Coast,All Airlines,May-24,439,437,2,343,342,94,95,2024,5,-37.669,144.841,-28.1644,153.5051,78.26086956521739
Melbourne-Perth,Melbourne,Perth,All Airlines,May-24,472,467,5,362,410,105,57,2024,5,-37.669,144.841,-31.9403,115.9676,87.79443254817987
Melbourne-Sydney,Melbourne,Sydney,All Airlines,May-24,2373,2218,155,1916,1736,302,482,2024,5,-37.669,144.841,-33.9399,151.1753,78.26871055004509
Perth-Adelaide,Perth,Adelaide,All Airlines,May-24,197,193,4,169,133,24,60,2024,5,-31.9403,115.9676,-34.945,138.5306,68.9119170984456
Perth-Brisbane,Perth,Brisbane,All Airlines,May-24,294,293,1,249,208,44,85,2024,5,-31.9403,115.9676,-27.3842,153.1175,70.98976109215018
Perth-Darwin,Perth,Darwin,All Airlines,May-24,58,57,1,39,36,18,21,2024,5,-31.9403,115.9676,-12.4147,130.8767,63.1578947368421
Perth-Melbourne,Perth,Melbourne,All Airlines,May-24,490,483,7,419,369,64,114,2024,5,-31.9403,115.9676,-37.669,144.841,76.3975155279503
Perth-Sydney,Perth,Sydney,All Airlines,May-24,394,390,4,292,244,98,146,2024,5,-31.9403,115.9676,-33.9399,151.1753,62.56410256410256
Sydney-Adelaide,Sydney,Adelaide,All Airlines,May-24,596,587,9,463,497,124,90,2024,5,-33.9399,151.1753,-34.945,138.5306,84.66780238500851
Sydney-Brisbane,Sydney,Brisbane,All Airlines,May-24,1362,1326,36,1084,1045,242,281,2024,5,-33.9399,151.1753,-27.3842,153.1175,78.80844645550528
Sydney-Cairns,Sydney,Cairns,All Airlines,May-24,195,195,0,158,149,37,46,2024,5,-33.9399,151.1753,-16.8858,145.7553,76.41025641025641
Sydney-Canberra,Sydney,Canberra,All Airlines,May-24,695,663,32,547,562,116,101,2024,5,-33.9399,151.1753,-35.3069,149.195,84.76621417797888
Sydney-Gold Coast,Sydney,Gold Coast,All Airlines,May-24,657,655,2,516,512,139,143,2024,5,-33.9399,151.1753,-28.1644,153.5051,78.16793893129771
Sydney-Melbourne,Sydney,Melbourne,All Airlines,May-24,2367,2217,150,1733,1778,484,439,2024,5,-33.9399,151.1753,-37.669,144.841,80.19846639603068
Sydney-Perth,Sydney,Perth,All Airlines,May-24,404,402,2,278,354,124,48,2024,5,-33.9399,151.1753,-31.9403,115.9676,88.05970149253731
Adelaide-Brisbane,Adelaide,Brisbane,Jetstar,Jun-24,36,36,0,29,28,7,8,2024,6,-34.945,138.5306,-27.3842,153.1175,77.77777777777779
Adelaide-Gold Coast,Adelaide,Gold Coast,Jetstar,Jun-24,27,27,0,26,25,1,2,2024,6,-34.945,138.5306,-28.1644,153.5051,92.5925925925926
Adelaide-Melbourne,Adelaide,Melbourne,Jetstar,Jun-24,111,109,2,76,78,33,31,2024,6,-34.945,138.5306,-37.669,144.841,71.55963302752293
Adelaide-Perth,Adelaide,Perth,Jetstar,Jun-24,30,28,2,24,21,4,7,2024,6,-34.945,138.5306,-31.9403,115.9676,75.0
Adelaide-Sydney,Adelaide,Sydney,Jetstar,Jun-24,140,129,11,93,96,36,33,2024,6,-34.945,138.5306,-33.9399,151.1753,74.4186046511628
Brisbane-Adelaide,Brisbane,Adelaide,Jetstar,Jun-24,35,35,0,19,23,16,12,2024,6,-27.3842,153.1175,-34.945,138.5306,65.71428571428571
Brisbane-Cairns,Brisbane,Cairns,Jetstar,Jun-24,95,95,0,76,78,19,17,2024,6,-27.3842,153.1175,-16.8858,145.7553,82.10526315789474
Brisbane-Canberra,Brisbane,Canberra,Jetstar,Jun-24,29,29,0,26,27,3,2,2024,6,-27.3842,153.1175,-35.3069,149.195,93.10344827586206
Brisbane-Darwin,Brisbane,Darwin,Jetstar,Jun-24,24,24,0,23,21,1,3,2024,6,-27.3842,153.1175,-12.4147,130.8767,87.5
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,Jun-24,170,166,4,99,103,67,63,2024,6,-27.3842,153.1175,-37.669,144.841,62.048192771084345
Brisbane-Perth,Brisbane,Perth,Jetstar,Jun-24,23,23,0,8,13,15,10,2024,6,-27.3842,153.1175,-31.9403,115.9676,56.52173913043478
Brisbane-Sydney,Brisbane,Sydney,Jetstar,Jun-24,173,166,7,138,142,28,24,2024,6,-27.3842,153.1175,-33.9399,151.1753,85.54216867469879
Cairns-Brisbane,Cairns,Brisbane,Jetstar,Jun-24,95,95,0,77,80,18,15,2024,6,-16.8858,145.7553,-27.3842,153.1175,84.21052631578947
Cairns-Melbourne,Cairns,Melbourne,Jetstar,Jun-24,71,70,1,48,52,22,18,2024,6,-16.8858,145.7553,-37.669,144.841,74.28571428571429
Cairns-Sydney,Cairns,Sydney,Jetstar,Jun-24,92,91,1,60,65,31,26,2024,6,-16.8858,145.7553,-33.9399,151.1753,71.42857142857143
Canberra-Brisbane,Canberra,Brisbane,Jetstar,Jun-24,30,30,0,27,25,3,5,2024,6,-35.3069,149.195,-27.3842,153.1175,83.33333333333334
Canberra-Gold Coast,Canberra,Gold Coast,Jetstar,Jun-24,23,23,0,16,15,7,8,2024,6,-35.3069,149.195,-28.1644,153.5051,65.21739130434783
Canberra-Melbourne,Canberra,Melbourne,Jetstar,Jun-24,22,22,0,13,15,9,7,2024,6,-35.3069,149.195,-37.669,144.841,68.18181818181817
Darwin-Brisbane,Darwin,Brisbane,Jetstar,Jun-24,24,24,0,19,21,5,3,2024,6,-12.4147,130.8767,-27.3842,153.1175,87.5
Darwin-Melbourne,Darwin,Melbourne,Jetstar,Jun-24,26,24,2,20,22,4,2,2024,6,-12.4147,130.8767,-37.669,144.841,91.66666666666666
Gold Coast-Adelaide,Gold Coast,Adelaide,Jetstar,Jun-24,27,27,0,24,23,3,4,2024,6,-28.1644,153.5051,-34.945,138.5306,85.18518518518519
Gold Coast-Canberra,Gold Coast,Canberra,Jetstar,Jun-24,23,23,0,15,16,8,7,2024,6,-28.1644,153.5051,-35.3069,149.195,69.56521739130434
Gold Coast-Melbourne,Gold Coast,Melbourne,Jetstar,Jun-24,179,178,1,134,132,44,46,2024,6,-28.1644,153.5051,-37.669,144.841,74.15730337078652
Gold Coast-Sydney,Gold Coast,Sydney,Jetstar,Jun-24,233,229,4,192,196,37,33,2024,6,-28.1644,153.5051,-33.9399,151.1753,85.58951965065502
Melbourne-Adelaide,Melbourne,Adelaide,Jetstar,Jun-24,111,109,2,76,80,33,29,2024,6,-37.669,144.841,-34.945,138.5306,73.39449541284404
Melbourne-Brisbane,Melbourne,Brisbane,Jetstar,Jun-24,170,167,3,104,95,63,72,2024,6,-37.669,144.841,-27.3842,153.1175,56.886227544910184
Melbourne-Cairns,Melbourne,Cairns,Jetstar,Jun-24,71,71,0,49,46,22,25,2024,6,-37.669,144.841,-16.8858,145.7553,64.7887323943662
Melbourne-Canberra,Melbourne,Canberra,Jetstar,Jun-24,22,22,0,14,16,8,6,2024,6,-37.669,144.841,-35.3069,149.195,72.72727272727273
Melbourne-Darwin,Melbourne,Darwin,Jetstar,Jun-24,25,24,1,22,19,2,5,2024,6,-37.669,144.841,-12.4147,130.8767,79.16666666666666
Melbourne-Gold Coast,Melbourne,Gold Coast,Jetstar,Jun-24,179,178,1,120,126,58,52,2024,6,-37.669,144.841,-28.1644,153.5051,70.78651685393258
Melbourne-Perth,Melbourne,Perth,Jetstar,Jun-24,65,63,2,45,45,18,18,2024,6,-37.669,144.841,-31.9403,115.9676,71.42857142857143
Melbourne-Sydney,Melbourne,Sydney,Jetstar,Jun-24,433,411,22,291,316,120,95,2024,6,-37.669,144.841,-33.9399,151.1753,76.88564476885644
Perth-Adelaide,Perth,Adelaide,Jetstar,Jun-24,30,28,2,21,23,7,5,2024,6,-31.9403,115.9676,-34.945,138.5306,82.14285714285714
Perth-Brisbane,Perth,Brisbane,Jetstar,Jun-24,24,24,0,8,14,16,10,2024,6,-31.9403,115.9676,-27.3842,153.1175,58.333333333333336
Perth-Melbourne,Perth,Melbourne,Jetstar,Jun-24,66,62,4,39,49,23,13,2024,6,-31.9403,115.9676,-37.669,144.841,79.03225806451613
Perth-Sydney,Perth,Sydney,Jetstar,Jun-24,54,51,3,15,24,36,27,2024,6,-31.9403,115.9676,-33.9399,151.1753,47.05882352941176
Sydney-Adelaide,Sydney,Adelaide,Jetstar,Jun-24,139,130,9,95,93,35,37,2024,6,-33.9399,151.1753,-34.945,138.5306,71.53846153846153
Sydney-Brisbane,Sydney,Brisbane,Jetstar,Jun-24,172,165,7,127,131,38,34,2024,6,-33.9399,151.1753,-27.3842,153.1175,79.39393939393939
Sydney-Cairns,Sydney,Cairns,Jetstar,Jun-24,92,91,1,66,59,25,32,2024,6,-33.9399,151.1753,-16.8858,145.7553,64.83516483516483
Sydney-Gold Coast,Sydney,Gold Coast,Jetstar,Jun-24,233,229,4,189,188,40,41,2024,6,-33.9399,151.1753,-28.1644,153.5051,82.09606986899564
Sydney-Melbourne,Sydney,Melbourne,Jetstar,Jun-24,431,410,21,305,306,105,104,2024,6,-33.9399,151.1753,-37.669,144.841,74.63414634146342
Sydney-Perth,Sydney,Perth,Jetstar,Jun-24,52,51,1,32,30,19,21,2024,6,-33.9399,151.1753,-31.9403,115.9676,58.82352941176471
Adelaide-Melbourne,Adelaide,Melbourne,Qantas,Jun-24,252,249,3,200,208,49,41,2024,6,-34.945,138.5306,-37.669,144.841,83.53413654618474
Adelaide-Perth,Adelaide,Perth,Qantas,Jun-24,89,88,1,77,79,11,9,2024,6,-34.945,138.5306,-31.9403,115.9676,89.77272727272727
Adelaide-Sydney,Adelaide,Sydney,Qantas,Jun-24,232,229,3,191,200,38,29,2024,6,-34.945,138.5306,-33.9399,151.1753,87.33624454148472
Brisbane-Cairns,Brisbane,Cairns,Qantas,Jun-24,73,73,0,60,56,13,17,2024,6,-27.3842,153.1175,-16.8858,145.7553,76.71232876712328
Brisbane-Darwin,Brisbane,Darwin,Qantas,Jun-24,21,21,0,15,14,6,7,2024,6,-27.3842,153.1175,-12.4147,130.8767,66.66666666666666
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,Jun-24,366,356,10,282,281,74,75,2024,6,-27.3842,153.1175,-37.669,144.841,78.93258426966293
Brisbane-Perth,Brisbane,Perth,Qantas,Jun-24,148,146,2,127,101,19,45,2024,6,-27.3842,153.1175,-31.9403,115.9676,69.17808219178082
Brisbane-Sydney,Brisbane,Sydney,Qantas,Jun-24,516,503,13,430,418,73,85,2024,6,-27.3842,153.1175,-33.9399,151.1753,83.1013916500994
Cairns-Brisbane,Cairns,Brisbane,Qantas,Jun-24,72,72,0,55,59,17,13,2024,6,-16.8858,145.7553,-27.3842,153.1175,81.94444444444444
Cairns-Melbourne,Cairns,Melbourne,Qantas,Jun-24,30,30,0,14,20,16,10,2024,6,-16.8858,145.7553,-37.669,144.841,66.66666666666666
Cairns-Sydney,Cairns,Sydney,Qantas,Jun-24,43,43,0,24,26,19,17,2024,6,-16.8858,145.7553,-33.9399,151.1753,60.46511627906976
Canberra-Sydney,Canberra,Sydney,Qantas,Jun-24,45,43,2,39,36,4,7,2024,6,-35.3069,149.195,-33.9399,151.1753,83.72093023255815
Darwin-Brisbane,Darwin,Brisbane,Qantas,Jun-24,20,20,0,12,15,8,5,2024,6,-12.4147,130.8767,-27.3842,153.1175,75.0
Darwin-Melbourne,Darwin,Melbourne,Qantas,Jun-24,30,30,0,17,22,13,8,2024,6,-12.4147,130.8767,-37.669,144.841,73.33333333333333
Gold Coast-Melbourne,Gold Coast,Melbourne,Qantas,Jun-24,34,34,0,20,26,14,8,2024,6,-28.1644,153.5051,-37.669,144.841,76.47058823529412
Gold Coast-Sydney,Gold Coast,Sydney,Qantas,Jun-24,90,90,0,73,73,17,17,2024,6,-28.1644,153.5051,-33.9399,151.1753,81.11111111111111
Melbourne-Adelaide,Melbourne,Adelaide,Qantas,Jun-24,252,248,4,198,197,50,51,2024,6,-37.669,144.841,-34.945,138.5306,79.43548387096774
Melbourne-Brisbane,Melbourne,Brisbane,Qantas,Jun-24,366,357,9,283,286,74,71,2024,6,-37.669,144.841,-27.3842,153.1175,80.11204481792717
Melbourne-Cairns,Melbourne,Cairns,Qantas,Jun-24,30,30,0,19,15,11,15,2024,6,-37.669,144.841,-16.8858,145.7553,50.0
Melbourne-Darwin,Melbourne,Darwin,Qantas,Jun-24,30,30,0,20,22,10,8,2024,6,-37.669,144.841,-12.4147,130.8767,73.33333333333333
Melbourne-Gold Coast,Melbourne,Gold Coast,Qantas,Jun-24,34,34,0,28,31,6,3,2024,6,-37.669,144.841,-28.1644,153.5051,91.17647058823529
Melbourne-Perth,Melbourne,Perth,Qantas,Jun-24,196,190,6,149,128,41,62,2024,6,-37.669,144.841,-31.9403,115.9676,67.36842105263158
Melbourne-Sydney,Melbourne,Sydney,Qantas,Jun-24,897,824,73,689,655,135,169,2024,6,-37.669,144.841,-33.9399,151.1753,79.49029126213593
Perth-Adelaide,Perth,Adelaide,Qantas,Jun-24,89,88,1,74,74,14,14,2024,6,-31.9403,115.9676,-34.945,138.5306,84.0909090909091
Perth-Brisbane,Perth,Brisbane,Qantas,Jun-24,148,146,2,114,126,32,20,2024,6,-31.9403,115.9676,-27.3842,153.1175,86.3013698630137
Perth-Melbourne,Perth,Melbourne,Qantas,Jun-24,196,190,6,150,161,40,29,2024,6,-31.9403,115.9676,-37.669,144.841,84.73684210526315
Perth-Sydney,Perth,Sydney,Qantas,Jun-24,195,190,5,128,142,62,48,2024,6,-31.9403,115.9676,-33.9399,151.1753,74.73684210526315
Sydney-Adelaide,Sydney,Adelaide,Qantas,Jun-24,232,230,2,194,188,36,42,2024,6,-33.9399,151.1753,-34.945,138.5306,81.73913043478261
Sydney-Brisbane,Sydney,Brisbane,Qantas,Jun-24,520,506,14,411,384,95,122,2024,6,-33.9399,151.1753,-27.3842,153.1175,75.8893280632411
Sydney-Cairns,Sydney,Cairns,Qantas,Jun-24,43,43,0,31,26,12,17,2024,6,-33.9399,151.1753,-16.8858,145.7553,60.46511627906976
Sydney-Canberra,Sydney,Canberra,Qantas,Jun-24,45,43,2,40,38,3,5,2024,6,-33.9399,151.1753,-35.3069,149.195,88.37209302325581
Sydney-Gold Coast,Sydney,Gold Coast,Qantas,Jun-24,89,89,0,63,69,26,20,2024,6,-33.9399,151.1753,-28.1644,153.5051,77.52808988764045
Sydney-Melbourne,Sydney,Melbourne,Qantas,Jun-24,898,826,72,685,676,141,150,2024,6,-33.9399,151.1753,-37.669,144.841,81.84019370460048
Sydney-Perth,Sydney,Perth,Qantas,Jun-24,195,190,5,138,136,52,54,2024,6,-33.9399,151.1753,-31.9403,115.9676,71.57894736842105
Adelaide-Brisbane,Adelaide,Brisbane,QantasLink,Jun-24,149,148,1,119,122,29,26,2024,6,-34.945,138.5306,-27.3842,153.1175,82.43243243243244
Adelaide-Canberra,Adelaide,Canberra,QantasLink,Jun-24,80,78,2,69,69,9,9,2024,6,-34.945,138.5306,-35.3069,149.195,88.46153846153845
Adelaide-Melbourne,Adelaide,Melbourne,QantasLink,Jun-24,13,13,0,11,13,2,0,2024,6,-34.945,138.5306,-37.669,144.841,100.0
Brisbane-Adelaide,Brisbane,Adelaide,QantasLink,Jun-24,149,147,2,115,111,32,36,2024,6,-27.3842,153.1175,-34.945,138.5306,75.51020408163265
Brisbane-Cairns,Brisbane,Cairns,QantasLink,Jun-24,97,96,1,53,43,43,53,2024,6,-27.3842,153.1175,-16.8858,145.7553,44.79166666666667
Brisbane-Canberra,Brisbane,Canberra,QantasLink,Jun-24,147,145,2,111,112,34,33,2024,6,-27.3842,153.1175,-35.3069,149.195,77.24137931034483
Brisbane-Darwin,Brisbane,Darwin,QantasLink,Jun-24,27,27,0,18,10,9,17,2024,6,-27.3842,153.1175,-12.4147,130.8767,37.03703703703704
Brisbane-Melbourne,Brisbane,Melbourne,QantasLink,Jun-24,33,30,3,14,11,16,19,2024,6,-27.3842,153.1175,-37.669,144.841,36.666666666666664
Cairns-Brisbane,Cairns,Brisbane,QantasLink,Jun-24,97,96,1,46,48,50,48,2024,6,-16.8858,145.7553,-27.3842,153.1175,50.0
Canberra-Adelaide,Canberra,Adelaide,QantasLink,Jun-24,80,78,2,67,66,11,12,2024,6,-35.3069,149.195,-34.945,138.5306,84.61538461538461
Canberra-Brisbane,Canberra,Brisbane,QantasLink,Jun-24,148,145,3,107,105,38,40,2024,6,-35.3069,149.195,-27.3842,153.1175,72.41379310344827
Canberra-Melbourne,Canberra,Melbourne,QantasLink,Jun-24,223,206,17,143,147,63,59,2024,6,-35.3069,149.195,-37.669,144.841,71.35922330097088
Canberra-Sydney,Canberra,Sydney,QantasLink,Jun-24,356,328,28,256,260,72,68,2024,6,-35.3069,149.195,-33.9399,151.1753,79.26829268292683
Darwin-Brisbane,Darwin,Brisbane,QantasLink,Jun-24,28,28,0,8,8,20,20,2024,6,-12.4147,130.8767,-27.3842,153.1175,28.57142857142857
Darwin-Perth,Darwin,Perth,QantasLink,Jun-24,48,43,5,25,22,18,21,2024,6,-12.4147,130.8767,-31.9403,115.9676,51.162790697674424
Melbourne-Adelaide,Melbourne,Adelaide,QantasLink,Jun-24,13,12,1,12,12,0,0,2024,6,-37.669,144.841,-34.945,138.5306,100.0
Melbourne-Brisbane,Melbourne,Brisbane,QantasLink,Jun-24,33,30,3,20,18,10,12,2024,6,-37.669,144.841,-27.3842,153.1175,60.0
Melbourne-Canberra,Melbourne,Canberra,QantasLink,Jun-24,222,204,18,134,137,70,67,2024,6,-37.669,144.841,-35.3069,149.195,67.15686274509804
Perth-Darwin,Perth,Darwin,QantasLink,Jun-24,48,44,4,32,29,12,15,2024,6,-31.9403,115.9676,-12.4147,130.8767,65.9090909090909
